CellId,Nuclear Volume [fL],Cellular Volume [fL],Nuclear Surface Area [um^2],Cellular Surface Area [um^2],Radial Proximity [unitless],Apical Proximity [unitless]
577,589.140684,2090.161689,306.965,992.1277,0.715225411147926,0.667740571778794
578,551.313345,1901.463996,284.8467,917.531,0.899974322345655,0.731400789621287
580,487.950723,1606.454652,282.2396,959.4969,0.745979983428083,0.757173337587613
581,334.348801,3112.914404,287.8743,1115.0819,0.989812420340829,0.313569839326996
583,300.862704,3217.982216,273.1568,1020.6376,0.972145804892329,0.254672848845477
584,1056.165645,3434.751648,488.7892,1731.1144,0.879760053609433,0.226504184425374
585,596.115938,1935.389095,305.3671,1020.6376,0.855122344184663,0.700859364489428
588,623.992565,1828.662831,321.3461,985.8202,0.384199561651122,0.461519977565891
591,454.684127,1444.828749,267.2698,729.6516,0.471792724905794,0.819282989417622
593,553.264465,2932.191914,311.8428,1325.8365,0.528401249519049,0.767119452127313
595,598.701172,1865.685333,342.6234,1022.7401,0.887897598119236,0.501443642404902
602,577.702243,1730.984886,321.5143,865.389,0.333052803638161,0.550270236290851
604,251.231089,1173.59868,186.3656,742.2666,0.743694930889445,0.575791960308408
607,495.364979,1635.453173,279.9689,847.3916,0.779995051260393,0.443760721260945
619,510.730049,2054.870806,299.5642,922.4088,0.816765054581639,0.645957838817598
623,791.983997,2576.917351,437.32,1343.4975,0.308425217887075,0.621377259087047
631,807.471012,2217.569825,396.6156,1131.2291,0.583893167776154,0.524600242997918
636,359.347526,1361.247646,231.5273,730.6608,0.520364905410439,0.101384446438967
660,641.479478,2226.301087,310.6654,995.744,0.863359493335202,0.60600661096872
663,988.705671,3672.9834,421.9297,1633.5584,0.800876681770487,0.701846230836851
665,666.405036,2025.360116,327.3172,1052.4274,0.791016848961053,0.490945038124979
668,602.310744,1917.95096,327.4854,986.0725,0.86012461213646,0.579447204613233
696,242.280326,1462.413218,177.7033,702.3191,0.69476582202627,0.351668294946742
698,542.362582,1922.658037,292.7521,980.1855,0.799242964413588,0.683686359102594
704,930.92813,3044.942261,429.2464,1343.918,0.879291861162191,0.595587041247381
711,567.117417,1946.169033,318.2344,983.3813,0.858934720948898,0.619966922609514
716,215.793872,1672.256174,169.6297,724.0169,0.920617631941817,0.0704709906568945
722,517.827248,1698.913351,284.6785,817.1156,0.875511522969624,0.532221313454903
734,336.592589,3128.596531,292.2475,1094.8138,0.985396812810356,-0.0322978957988919
736,727.426314,2071.504104,357.7614,1101.4577,0.235873215697905,0.652536216821626
743,426.07583,2055.382975,247.9268,873.5467,0.958671415499246,0.576838419380363
748,170.064497,1693.864828,151.0436,707.281,0.885108602253038,0.58511530075426
750,542.923529,1853.881057,289.0517,946.6296,0.797839325239143,0.503427160093741
753,260.620854,1625.892685,181.8242,766.5715,0.424333194645448,0.338612882475205
756,447.977152,1916.341286,262.392,893.4784,0.603031849228217,0.502124132511416
769,397.199254,1895.610636,233.2934,849.3259,0.304279195477601,0.409443389618175
772,745.57173,2365.24522,350.5288,1096.3276,0.678752947261529,0.518687598795611
774,1053.409688,3256.102223,471.1282,1452.2388,0.6581376134661,0.625489176428959
779,903.36856,3097.012776,427.228,1381.5948,0.76930082922047,0.599677333541325
809,469.146804,1920.804473,281.9873,990.4457,0.298946206813357,0.758369545844354
810,924.635768,2935.362484,571.3754,1244.1754,0.690350075846949,0.349467370070424
815,492.974857,1734.448124,284.5944,929.2209,0.61722091333356,0.539416386357337
819,201.062916,1886.708651,168.1159,848.3167,0.968727732882724,0.277995646826959
841,936.464433,2684.058228,491.8168,1475.2822,0.499696514924164,0.61326846213357
842,483.87776,1773.348579,280.9781,806.8554,0.883577891409285,0.112216418509301
849,324.61759,1618.307706,210.7546,777.4204,0.441396985031254,0.652709727762038
851,407.198744,1986.581606,232.8729,873.799,0.96246598410209,0.691838804918476
853,502.462178,1671.158669,285.8559,938.1355,0.679119024747977,0.368903254974787
854,834.250134,2437.534216,414.4448,1143.5918,0.801698747121585,0.539704015637977
858,378.51728,1827.736049,217.9872,796.5111,0.848360824986691,0.389869989979949
865,775.667756,2150.402519,385.5144,1125.0898,0.797461875150236,0.659471450560813
918,144.895049,1441.706957,133.0462,619.9852,0.961705508792958,0.0864283458193245
919,917.148345,3035.479329,418.818,1394.0416,0.800442387593825,0.623425858827533
930,889.100995,2794.9794,420.4159,1523.8079,0.780516133422012,0.59826222363094
987,526.460954,1893.537571,285.6877,916.3536,0.8204096631607,0.640887365590358
1021,691.476928,1999.434609,360.8731,1049.7362,0.777215740196165,0.528574179348448
1022,708.671173,2175.157354,390.224,1171.4289,0.815679955911149,0.702571258866615
1024,636.869957,2201.082861,365.3304,1174.2042,0.8055768917781,0.732929937955679
1030,675.526522,1815.565938,352.8836,1024.0857,0.675677867442585,0.6740178086706
1034,598.603616,1954.04668,308.8993,991.7913,0.594649378081922,0.608681748999556
1037,759.497849,2197.4489,385.6826,1149.5629,0.527452854229258,0.713519100084426
1039,558.947102,1963.192555,320.5051,1034.1777,0.788315883407324,0.367510902455286
1042,204.696877,1438.21933,154.0712,591.8958,0.702851664002176,0.619496818444578
1043,381.517127,1201.572863,217.9031,643.4491,0.82357001170257,0.554929910271578
1044,464.805562,1347.24836,259.2803,759.8435,0.543409835404045,0.60874924509492
1045,481.877862,1510.532715,271.8953,781.0367,0.730220655800218,0.590006376532173
1047,287.814589,2024.189444,194.8597,887.1709,0.854842639428797,0.422538140034384
1056,1729.960548,5154.176148,720.5688,2107.546,0.48376356709441,0.386294889686747
1057,867.638675,2641.475034,400.316,1198.0045,0.323889907416947,0.239516664037225
1058,797.861746,2862.000372,385.0098,1398.2466,0.778670393559669,0.707239116625671
1063,1066.091968,2935.289317,530.4187,1309.0165,0.164806897574125,0.517256832257612
1066,1106.28504,3337.659039,523.5225,1415.1507,0.656044373578661,0.524451217504003
1076,898.856595,2658.620501,452.7944,1385.5475,0.613582154926775,0.579908657606062
1077,742.230437,1946.48609,398.5499,1009.7046,0.544082904978101,0.799899003236337
1080,802.251766,2396.633863,437.6564,1224.6642,0.335073091818102,0.490416873584548
1082,1007.119366,3122.03589,488.2846,1433.3163,0.616043337487808,0.625623982823104
1083,505.901027,2162.133628,269.8769,1012.3117,0.885189811320648,0.522606970792006
1085,615.456415,1726.570477,335.4749,936.2853,0.641381594584699,0.444759978100645
1086,521.802655,1470.778645,295.6115,749.6674,0.860506364727969,0.555455670923217
1088,634.455446,1624.526901,328.9992,850.251,0.718476943605933,0.666236906023295
1095,367.273951,4139.203524,303.0123,1100.4485,0.986886242783244,0.094326404926133
1096,1496.460262,4260.685133,640.5897,1839.0988,0.653604791556285,0.606586157901135
1111,866.126557,2365.147664,465.4094,1236.6064,0.456514533927459,0.51727725076958
1123,684.428507,2198.863462,355.9112,1226.2621,0.378018431162802,-0.00892409924064053
1124,697.305899,2365.367165,368.2739,1317.7629,0.812726475913734,0.176664354102937
1131,340.763108,1508.264538,217.9031,729.9039,0.789794936183545,0.417132707197635
1132,764.10737,2099.844122,382.4027,1009.8728,0.834155592177597,0.532092822655572
1136,971.389481,2954.629794,477.7721,1340.6381,0.391909170958336,0.763615805447192
1138,315.008324,1476.217392,200.8308,697.0208,0.846766395158834,0.564145444645946
1141,205.84316,2056.821926,171.0594,782.7187,0.987659579037155,0.727539777735917
1144,591.725918,1790.055044,323.3645,917.0264,0.746734363226717,0.49711843013811
1153,458.26931,1902.390778,264.6627,829.8988,0.759125062336921,0.519706393801056
1158,700.769137,2110.404559,365.1622,1093.7205,0.693132740017349,0.66863454415382
1160,370.639633,1858.636912,224.0424,801.8935,0.883820991453618,0.38590970108779
1162,734.59668,2058.992547,372.9835,1050.9136,0.0950807550562414,0.677071315402543
1163,608.627495,2011.263274,336.8205,1029.5522,0.313749422641721,0.365238076847259
1175,701.013027,2434.436813,348.174,1143.6759,0.831475016738468,0.726096971475488
1182,952.14656,2522.432325,440.684,1095.5707,0.722464607694238,0.75413989559119
1183,634.674947,1984.53293,310.6654,945.9568,0.565553014066063,0.360332147012181
1193,1126.7718,3253.053598,547.7433,1570.8198,0.375118424228685,0.657103448227186
1194,565.727244,1902.537112,325.8875,1010.5456,0.442967224378378,0.556902031338322
1209,573.019555,1794.932844,337.8297,1025.5154,0.583029351250724,0.336476018022502
1217,515.998073,1517.093356,282.576,807.9487,0.753861415191871,0.354698836632522
1218,525.022003,1505.069579,306.0399,884.732,0.604832319399789,0.342184254760711
1222,1163.452856,2857.756686,516.374,1322.5566,0.626726193856405,-0.0709000535220978
1224,728.060428,2045.920043,344.3054,878.9291,0.836893568324274,0.537544248789149
1227,658.405444,2082.259653,338.8389,1049.0634,0.408110628917142,0.487310884375361
1232,1197.597456,3250.614698,532.0166,1269.8259,0.215811529946248,0.525103532007393
1234,928.830676,2594.9896,443.4593,1126.3513,0.719396613220543,0.23092821050274
1237,942.220237,2367.635342,416.1268,1067.9859,0.64157383457334,0.471726755180955
1238,856.395346,1919.072854,414.5289,1023.6652,0.592098115538205,0.131890493963734
1258,719.182832,2099.185619,343.8849,978.7558,0.543995275238691,0.690539324735907
1259,432.538915,3274.686641,311.5064,968.7479,0.890246730268703,0.357934339240704
1264,721.597343,1872.904477,334.2134,869.4258,0.66043175038199,0.364882631845327
1266,766.253602,1943.339909,364.2371,885.2366,0.852991265867656,0.371755011358843
1268,831.835623,2022.750493,383.4119,873.8831,0.849651496716043,0.510378844783133
1269,885.149977,2639.084912,424.9573,1212.5538,0.704501950950836,0.218828096385458
1273,699.9643,2073.016222,330.3448,1001.2105,0.809534414644639,0.34493453034208
1275,855.931955,2818.441618,399.3068,1431.2138,0.582775887517873,0.193457270800887
1297,1273.057022,3512.650114,543.9588,1467.7973,0.694644885170156,0.465412265026568
1304,390.028888,1231.15672,234.0503,683.1443,0.682416205842382,0.702090832093762
1306,429.758569,1229.961659,266.0924,652.7842,0.61642849972401,0.681850625077191
1307,391.102004,1415.171725,243.4695,753.536,0.887579477454857,0.636916935161131
1312,346.153077,1379.856453,242.7967,831.6649,0.776018801363533,0.537246920640088
1315,1110.089724,3183.325447,487.5277,1407.3294,0.27707716675078,0.687708601982123
1319,1108.065437,2946.947259,477.688,1375.5396,0.699998400731477,0.454123935480564
1321,1054.141358,3180.08171,444.889,1296.6538,0.478697584375326,0.560465771288241
1334,604.944756,1731.643389,314.1135,754.7134,0.837558974259422,0.211717743948479
1338,270.059397,1534.726603,182.4129,611.9957,0.833371993962609,0.604428845599644
1342,552.89863,1654.964373,291.9952,952.6007,0.571349540759536,0.347665266745814
1345,201.989698,1674.012182,158.6126,686.0878,0.918201639367295,0.0352283097185251
1349,633.967666,1782.884678,326.308,946.125,0.636911877821879,0.727482172285398
1350,534.777603,1851.905548,294.7705,942.4246,0.551954126413961,0.310089421627878
1353,561.800615,1987.21572,315.8796,1117.8572,0.610340891260107,0.259325577071828
1356,432.709638,2970.653367,415.7904,983.97,0.549739936149473,0.353000750668583
1363,1329.907781,3612.98646,544.7998,1204.312,0.395140860762059,0.567322759563371
1365,718.01216,2481.117359,336.6523,969.4207,0.816967580960483,0.522905996744524
1368,743.986445,2422.778871,371.2174,1190.0991,0.603724577250529,-0.00531190911759016
1372,1030.654751,2730.568051,469.4462,1291.8601,0.512021326965838,0.222525765674664
1373,777.448153,2300.907038,384.4211,1150.3198,0.653056900542665,0.465759232799617
1374,713.646529,1726.643644,359.2752,812.0696,0.344140039130509,0.658342828191275
1375,711.280796,2273.78647,353.0518,1175.9703,0.798480512607345,0.320075330871429
1377,663.697857,1821.907078,356.4999,901.7202,0.66178705744074,0.328401108959231
1378,621.334164,2046.822436,329.4197,1048.6429,0.520359573921865,0.694390234283138
1379,714.256254,2333.929744,332.4473,1044.522,0.931694503771705,0.440633525810566
1380,727.377536,2272.006073,355.3225,1134.2567,0.695691527593054,0.469247239182892
1382,861.931649,2493.28747,386.9441,1129.1266,0.693218096448429,0.679766529559428
1388,971.999206,2962.385496,447.0756,1373.0166,0.523125463519209,0.426605926011872
1391,992.729856,2916.022007,427.4803,1261.4159,0.632071077055411,0.500386297027614
1394,654.478815,2136.403233,328.5787,1072.3591,0.744667183412839,0.535987657324432
1396,917.148345,2273.884026,431.6012,1064.0332,0.689627832391802,0.612771347419852
1403,756.619947,2140.573752,362.8074,990.5298,0.48060435696799,0.730949375045194
1407,878.174723,2588.233847,393.7562,1174.3724,0.732393710569645,0.646429450535051
1410,720.231559,2171.938006,369.0308,1067.9859,0.609313430129846,0.458048740208612
1411,782.374731,2357.172461,367.9375,1068.2382,0.809960074944182,0.401077071640293
1412,939.830115,3148.985735,453.1308,1457.7894,0.711876386994791,0.545833114162977
1413,814.470655,2052.114849,397.1202,916.8582,0.576583174512035,0.344446700819522
1414,711.085684,2090.771414,361.2936,989.7729,0.208115308350797,0.559537464052887
1420,754.083491,2478.312624,386.4395,1214.0676,0.827925382127202,0.609879561033596
1421,725.32886,1985.484101,364.7417,1013.9937,0.573120287928313,0.574508947386213
1422,770.107064,2290.273434,385.4303,1151.8336,0.571895896164046,0.696884650848194
1423,728.938432,2521.968934,373.0676,1296.9902,0.806674096481666,0.276188591209878
1428,909.977979,2405.389514,415.454,1270.2464,0.379399760770353,0.388650913105589
1430,738.084307,2307.296956,355.3225,1143.4236,0.733677878175621,0.558895115608494
1432,1281.983396,3846.120911,562.629,1727.8345,0.631586643246669,0.345996563598531
1433,683.86756,2225.374305,331.1858,964.627,0.780175131915332,0.622671876576935
1444,570.141653,1734.350568,285.5195,807.1918,0.88498545455636,0.229435495405886
1445,657.259161,2211.448186,318.739,933.5941,0.766423688208113,0.463326669332327
1447,841.030276,2772.05374,383.2437,1242.157,0.840595627620053,0.408408470599244
1448,578.726581,1934.340368,290.0609,916.0172,0.945244405743183,0.580417333195402
1449,653.795923,1825.882485,322.1871,986.3248,0.824840549171469,0.740523341920249
1450,991.193349,3020.114259,438.7497,1420.9536,0.372561595349687,0.494222122346405
1451,632.699438,2214.667534,308.8993,1066.7244,0.589565285246516,0.243656593431518
1453,535.216605,1750.130251,276.0162,812.7424,0.731786784487894,0.376194785316792
1477,701.18375,1874.05076,363.3961,973.4575,0.413091707750638,0.271100829393434
1498,968.828636,2628.109862,457.9245,1172.2699,0.73124465185954,0.514166541552435
1503,1077.896244,3633.790277,506.282,1510.8565,0.237135080318522,0.417771706027064
1510,685.355289,1958.704979,329.9243,984.2223,0.645915863966205,0.552036330591423
1511,535.606829,1668.744158,286.9492,882.7136,0.857218185132978,0.613294327649392
1512,581.555705,1871.660638,294.6864,938.1355,0.814752975233592,0.453211243949861
1514,762.107472,2702.862147,349.9401,1285.4685,0.831294883644034,0.439180063676277
1515,486.682495,1625.331738,262.6443,869.4258,0.922319264873125,0.48382701678514
1516,796.739852,2851.56188,376.6839,1273.1899,0.764217701004581,0.505046748527367
1517,794.642398,2133.183885,379.6274,1009.5364,0.407674795678695,0.541521404714497
1519,646.357278,1564.164126,337.8297,787.5124,0.440599511411146,0.616767207186196
1521,597.969502,2201.229195,317.9821,1019.292,0.885230052141145,0.685622916663324
1522,678.526369,2130.452317,343.969,1138.2935,0.723812925436883,0.43072201910867
1532,878.662503,2964.702451,412.8469,1361.0744,0.403228857284174,0.0931526002570584
1534,653.283754,2109.014386,343.6326,1136.7797,0.711221231464159,0.389604996994625
1563,744.010834,1627.47797,395.9428,967.4023,0.0298253428361179,0.226191049616696
1566,450.781887,1730.692218,245.4879,883.6387,0.85730160939108,0.356340310355142
1567,900.271157,2831.928735,437.5723,1287.4028,0.85049124225639,0.147797812026731
1570,1012.021555,3030.186916,443.9639,1383.1086,0.887531512468277,0.535277463928585
1590,705.524992,1965.680233,383.5801,1091.8703,0.436953620872188,0.383452476415075
1614,415.930006,1666.98815,270.3815,941.5836,0.706894983020521,0.306316698969018
1615,569.434372,1916.268119,346.9966,1014.0778,0.759547360479796,0.572691183014496
1625,559.825106,2097.795446,306.8809,1003.7335,0.762688676216185,0.360375074244524
1626,917.002011,2829.880059,444.889,1333.4055,0.601895773356994,0.591162725142173
1633,681.501827,2155.158374,350.0242,1134.0044,0.38222525800787,0.566271006631279
1636,725.694695,2253.836268,372.8153,1089.7678,0.875824176317975,0.499783592575458
1637,228.890765,1808.93213,173.5824,822.4139,0.811749773549122,0.171641686334987
1641,674.307072,1737.326026,366.7601,938.8924,0.745675798838598,0.328272182394686
1653,285.180577,1150.868132,193.2618,663.8013,0.493504460389685,0.640401809084564
1654,182.405331,1689.91381,154.4917,752.3586,0.806285463512433,0.414149396646987
1655,838.810877,2490.60468,433.956,1177.2318,0.371672092770959,0.667057842845596
1656,390.492279,1251.570313,262.2238,735.7909,0.577415306023232,0.44359060201503
1658,506.266862,1608.503328,287.7902,810.9763,0.253784214631238,0.452715201398117
1665,1051.702458,3241.468823,439.3384,1322.9771,0.448332224783208,0.613033853583866
1668,612.993126,1828.833554,322.6076,912.3168,0.787813224057483,0.443427990871523
1670,727.182424,2536.724279,356.2476,1094.982,0.759510215031627,0.455943454213364
1673,413.808163,1746.130455,236.6574,834.8607,0.809482906246304,0.28352998770583
1677,669.96583,1995.044589,341.6142,974.5508,0.519177634069316,0.396808910763097
1678,884.418307,3014.504789,424.0322,1419.4398,0.640143373071767,0.476163971733509
1684,559.117825,2168.157711,307.2173,1038.0463,0.832014129747748,0.345829262358145
1695,787.886645,2454.362626,484.416,1494.8775,0.49723584161313,0.440581133401178
1697,654.405648,2214.009031,335.6431,1056.7165,0.892732603025367,0.604140658073173
1698,679.47754,2507.1892,363.5643,1222.3935,0.80819810816172,0.601802361601898
1699,917.538569,2600.160068,460.1111,1363.8497,0.550172099323596,0.29010612260728
1701,581.653261,2642.279871,319.6641,1244.5118,0.841891046293079,0.605507408616893
1705,884.954865,2908.607751,450.0191,1466.4517,0.723652518832545,0.502123693054934
1706,529.582746,1679.719208,308.8993,902.8135,0.898182306504397,0.299738534072784
1721,345.177517,3476.066614,310.4131,1162.4302,0.940976223457899,0.221862599909808
1725,646.723113,2130.720596,326.6444,1074.5457,0.456848086428661,0.419264289528624
1727,441.099454,1704.595988,253.3092,959.7492,0.903835939558761,0.505926473810295
1728,439.709281,1794.567009,258.7757,782.13,-0.278592955054817,0.814804416604036
1729,795.471624,2202.375478,383.496,1046.8768,0.740741070977834,0.466696304822461
1730,656.332379,1936.218321,351.4539,1070.0884,0.718265575807963,0.601260785228873
1732,569.288038,2018.287306,300.0688,982.288,0.80986859667082,0.383572659136473
1734,802.544434,2748.518355,385.0939,1262.0887,0.515447908045835,0.5824647431737
1735,662.429629,2237.007858,355.4066,1213.2266,0.803648586032812,0.608427782380166
1740,594.189207,2061.11439,313.1043,1082.1147,0.754446984366121,0.628257976748505
1743,750.961699,2816.563665,388.7102,1256.7063,0.735014033197837,0.570365987211763
1744,909.782867,2909.705256,433.7878,1211.2923,0.889952971265735,0.278668535152922
1745,820.177681,2592.575089,415.2858,1189.0058,0.710816634915913,0.640247098399985
1749,761.400191,2290.785603,395.1018,1138.2935,0.314027716910679,0.53141069744043
1750,660.039507,2083.747382,372.1425,1062.6876,0.273921340176665,0.475287659286103
1752,300.545647,3538.502454,250.8703,1314.3148,0.956635359357607,0.246324759694115
1754,1201.15825,3491.358517,553.5462,1464.9379,0.706354553748182,0.385342580258354
1755,945.512752,2351.002044,425.0414,1043.9333,0.768877617799193,0.59906766790231
1756,597.018331,1917.194901,312.0951,1005.4155,0.310504233633952,0.63481127293216
1763,711.646631,1795.006011,373.7404,983.6336,0.692807735556408,0.426785190693791
1767,313.130371,1535.165605,192.9254,757.9092,0.509351221253697,0.679854817204252
1768,258.181954,1893.171736,185.3564,909.7938,0.577300146381647,0.453064638334739
1769,276.620038,1726.424143,177.7033,807.1918,0.638823553758803,0.436497207283887
1776,732.962617,2284.420074,398.7181,1157.8047,0.678219173912935,0.516789414930927
1777,489.24334,2571.307881,283.5011,1205.3212,0.723416775608021,0.489695490212478
1779,548.99639,1955.631965,313.4407,865.389,0.747949753110649,0.494318912113163
1780,626.968023,2282.029952,364.5735,1198.5091,0.681928543093467,0.403360891827394
1781,692.135431,2276.22537,374.4132,1119.7915,0.561945248077278,0.55305190067252
1785,697.696123,2741.591879,397.5407,1353.7577,0.734537377259304,0.424776668278921
1788,586.262782,1726.570477,315.0386,881.2839,0.206737097863918,0.621955441763426
1790,723.13385,2152.841419,363.7325,1059.2395,0.306493631511545,0.54710992469413
1791,980.242688,3024.772558,440.8522,1298.8404,0.620461657912629,0.577867078061825
1792,988.510559,2761.664026,453.5513,1328.6959,0.676436189999984,0.531926497968273
1794,1097.651334,3141.254422,484.3319,1387.7341,0.298292508847769,0.381156886922024
1795,644.796382,1991.556962,322.3553,991.7072,0.819963968471835,0.535995889818673
1796,867.931343,2740.34804,435.2175,1381.4266,0.458902031606192,0.610815616041715
1800,695.866948,2252.592429,376.2634,1175.5498,0.876688659478058,0.665212658905161
1803,946.268811,2802.637546,464.4843,1199.9388,0.489415780549813,0.621439318312018
1808,819.299677,2608.769385,375.086,1128.2015,0.283702019415345,0.584339704376453
1810,400.589325,1770.373121,227.3223,813.4152,0.911827722837757,0.425132666491893
1813,437.611827,1967.850854,255.3276,925.2682,0.5230729670243,0.449238683489905
1820,661.161401,2078.18669,353.6405,1080.0963,0.744180600132092,0.581632146385941
1821,662.112572,2396.487529,335.0544,1208.6852,0.85518369987055,0.520715856061333
1823,638.113796,1886.48915,323.3645,896.6742,0.7867486422581,0.263320305840585
1824,953.000175,2692.082209,434.7129,1272.6012,0.687282152298031,0.641986657756015
1825,537.021391,2048.627222,349.0991,1234.3357,0.902387042069353,0.451128854132319
1850,624.455956,1807.054177,406.5394,1142.8349,0.658757187927015,0.317904128381721
1866,581.360593,2239.934538,336.5682,1083.7126,0.345393796631223,0.632221746781393
1867,438.099607,1590.1628,275.0911,857.9041,0.584550548929174,0.194809088713773
1877,355.567231,1852.246994,239.0963,902.9817,0.787369452241449,0.321511622750973
1903,430.660962,1577.187852,251.2908,843.6912,0.720125286563837,0.355853560603659
1912,547.850107,1753.544711,323.2804,1042.6718,0.559777312732562,0.486107791717304
1917,881.979407,2732.104558,480.0428,1474.1889,0.391719951833453,0.469449040950171
1921,273.229967,3345.609853,234.0503,1286.3095,0.944800513907458,0.248442866750455
1937,250.694531,1308.884463,196.7099,615.9484,0.781382799468749,0.456250893331046
1938,1138.137074,3412.069878,560.8629,1543.9078,0.338885220747076,0.469953139527188
1942,625.529072,1906.658853,345.3146,962.0199,0.371981862902554,0.63403162952309
1943,570.361154,2071.406548,326.4762,1044.7743,0.309396210632529,0.556406654984958
1963,677.819088,2401.950665,379.9638,1186.8192,0.722282156661489,0.495676107602978
1966,883.101301,2436.997658,441.7773,1194.5564,0.115861698443927,0.536202028228306
1969,551.532846,1650.940188,322.8599,874.5559,0.734346941612265,0.46911883058351
1971,554.752194,2137.281237,298.9755,1119.2869,0.797180973681505,0.522353534209239
1977,472.512486,1574.55384,278.371,750.4243,0.823241706967415,0.406831655324195
1978,489.24334,1985.118266,411.4172,1342.7406,0.584673257677122,0.688348709875821
1988,276.034702,1648.818345,203.6902,974.8031,0.328922620150545,0.00986721882390662
1989,707.232222,2381.09807,368.7785,1293.5421,0.67842443264544,0.145819097023615
1990,226.500643,3156.229268,205.2881,1193.9677,0.992516500242209,0.266518140576774
1994,597.384166,2010.824272,331.7745,1147.5445,0.270827424595159,0.594147374226329
1998,469.878474,1661.037234,259.1962,921.3996,0.878696485226299,0.419530869337967
2002,402.759946,1337.931762,244.731,715.1023,0.289536112334418,0.662631142142712
2003,812.470757,2732.78745,386.019,1203.6392,0.889958800317576,0.492968279871026
2004,323.276195,3341.853947,260.0372,1191.1083,0.883763815934267,0.144305862625604
2009,290.838825,3118.475096,234.5549,1138.4617,0.916509121064914,0.200584575928483
2010,232.402781,3298.36836,223.6219,1054.1094,0.965073046042631,-0.129194184640897
2011,489.48723,1715.229592,326.8126,929.8937,0.320778029490001,0.515387985416881
2014,169.869385,1167.403874,133.5508,569.9457,0.316620096181003,0.0808200638805412
2021,635.991953,2195.131945,339.1753,1128.8743,-0.105175022663601,0.527762505173539
2023,850.785876,2615.183692,437.7405,1405.7315,0.769580521008407,0.567578775766454
2025,560.288497,2061.870449,338.7548,1155.8704,0.670719344407519,0.424112909878989
2033,606.408096,1840.589052,372.563,958.4877,0.291793025596596,0.185200085814512
2037,312.520646,1604.527921,201.7559,746.808,0.727709668648425,0.482513184426769
2038,251.889592,3242.566328,207.2224,1142.7508,0.918260237938484,0.246752407221352
2039,336.592589,3607.474546,290.3973,1367.2137,0.913568997575095,0.126163800593345
2040,344.250735,1558.066876,231.1068,849.41,0.860455144775242,0.17923832767805
2041,515.729794,1537.994729,305.1148,855.3811,0.831187563149648,0.603076476657212
2051,216.866988,2768.346612,192.9254,1109.7836,0.946220616149063,-0.250482567856954
2079,403.784284,1791.664718,238.5076,904.8319,0.553980821539379,0.485840411672243
2081,822.836082,2932.143136,393.588,1395.0508,0.812002469972146,0.560279128463587
2092,263.206088,1671.451337,200.4944,868.3325,0.616346477137699,0.302288758076743
2107,367.54223,1891.61084,230.9386,900.0382,0.79850872652401,0.370080480770553
2110,215.647538,2414.218332,184.8518,981.6993,0.974650529798438,0.0813895589805145
2119,437.099658,2009.995046,273.9137,989.857,0.214964327681644,0.580000034121787
2129,465.34212,1665.03703,264.4945,801.9776,0.461020641047967,0.664152028254833
2130,495.682036,1820.15107,303.601,1046.9609,0.460166864349032,0.480808327468949
2161,411.661931,1701.840031,240.3578,760.5163,0.866025523059726,0.248952275674756
2162,595.286712,1815.322048,320.1687,896.1696,0.892677160614227,0.520858853660167
2164,250.743309,1784.982132,174.0029,796.6793,0.532360923722893,0.203550130561225
2169,193.355992,1495.996871,159.2854,645.047,0.921645565622348,0.225293893610615
2201,359.49386,1616.356586,221.2671,839.7385,0.613784906181034,0.508656184753691
2203,372.859032,1686.353016,232.3683,945.7886,0.626215294656168,0.624050692546068
2212,116.506253,1331.688178,116.4785,584.1586,0.965457853515969,0.055277633315129
2215,650.113184,2277.883822,438.5815,1328.4436,0.615813909086088,0.442442209556809
2248,493.926028,1912.487824,282.7442,883.3864,0.483191297432527,0.646212719713705
2252,236.475744,1565.52991,173.9188,717.4571,0.751412121948192,0.671423188149343
2254,438.441053,1486.75344,257.4301,844.0276,0.878107439501812,0.433191392009312
2269,330.739229,1723.765742,237.9189,892.9738,0.706400428666699,0.525464657321799
2270,318.837397,1555.725532,224.2947,852.9422,0.851213219148275,0.541544077332623
2272,649.942461,2016.702021,385.2621,1103.1397,0.537524116017051,0.591067432647003
2277,650.357074,2088.722738,355.9112,979.4286,0.723653274055223,0.497803154223722
2281,858.785468,2817.197779,438.4974,1322.6407,0.63871853601485,0.601912033738645
2282,661.67357,2198.692739,347.5012,1147.6286,0.347732018467431,0.528037939755456
2285,514.461566,1845.979021,317.3093,938.556,0.523715301897399,0.178155205162578
2287,343.031285,1348.004419,209.7454,720.737,0.655839348621696,0.142415230296472
2293,454.342681,1792.713445,290.7337,998.0147,0.578781957153473,0.477072513776932
2297,644.820771,2026.384454,377.1044,1231.3081,0.235721659239144,0.34241855991555
2344,344.421458,1468.437301,248.5155,792.7266,0.762419376614678,0.398796048045644
2345,843.688677,2753.152265,461.6249,1382.5199,0.583911230370063,0.623124382854645
2352,510.437381,2112.160567,321.5984,1131.145,0.440785346892122,0.518929740848597
2363,559.48366,1635.575118,297.8822,833.2628,0.463213528995728,0.531755693348295
2368,557.361817,1861.905038,308.8152,849.7464,0.567537262397096,0.341767292029174
2408,978.97446,2833.099407,468.437,1243.4185,0.520418833902607,0.509125326792625
2409,776.570149,2631.792601,409.3988,1263.2661,0.807744318123118,0.39977713495427
2412,628.845976,1684.938454,373.8245,1027.3656,0.236181881573083,0.0781542133534552
