CellId,Nuclear Volume [fL],Cellular Volume [fL],Nuclear Surface Area [um^2],Cellular Surface Area [um^2],Radial Proximity [unitless],Apical Proximity [unitless]
9578,733.718676,2135.598396,397.1202,1134.1726,0.792617597012356,0.215036445908279
9583,676.428915,2207.2045,353.1359,1192.7903,0.784086769681918,0.291451025410096
9593,475.853779,1687.133464,267.1016,924.9318,0.739802428763733,0.0507757246034906
9595,535.240994,1586.967841,288.2107,887.4232,0.910175681223425,0.633151943887565
9602,549.532948,1777.811766,293.8454,947.0501,0.851662498623942,0.468061561964811
9607,610.432281,1697.401233,322.3553,784.4848,0.742156547821716,0.459323998682225
9615,629.2362,1943.900856,337.241,1077.9097,0.871680777190528,0.255044900092242
9622,899.612654,2699.203797,448.253,1337.1059,0.863668689412421,-0.00441838374618742
9625,410.198591,1559.164381,250.7862,758.6661,0.883333527859502,0.441038780229826
9628,624.016954,1953.997902,334.4657,997.8465,0.85543168373677,0.253123367561824
9638,757.376006,2416.364564,373.1517,1274.7037,0.864513307802369,0.342395572188531
9641,710.890572,2464.069448,339.1753,1123.576,0.919819152704928,0.182243778794818
9647,583.579992,1859.17347,300.7416,908.7005,0.810869117934347,0.0474561416642676
9650,801.227428,2479.288184,377.6931,1179.8389,0.922112015716927,0.459174029428145
9651,542.216248,1978.67957,282.8283,949.2367,0.749684199424234,-0.0289493872138967
9652,710.866183,2124.452623,348.3422,949.0685,0.851540838357776,0.759351706076192
9655,533.094762,2443.411965,271.1384,1014.7506,0.846451612413971,0.112416243344383
9656,955.585409,3419.776802,463.3069,1614.2154,0.785382833552346,0.433002209970184
9668,941.439789,2813.75893,415.7063,1154.9453,0.858147828182981,0.441167428351014
9669,944.707915,4495.599981,795.6701,1435.3347,0.957041383850866,0.358581191927893
9670,1016.411575,2782.443454,430.7602,1276.4698,0.819527380314522,0.195721591501454
9671,770.472899,2319.003676,391.3173,1186.1464,0.861617237673835,0.120180813854238
9677,659.649283,1951.315112,327.0649,1050.8295,0.909505995847656,0.365052169986637
9684,945.415196,3327.659549,417.8088,1561.4006,0.94172887288456,-0.0966881906043596
9692,534.314212,1649.257347,279.3802,805.678,0.826501732503834,0.40636108544136
9704,658.527389,1961.143879,332.8678,1013.9937,0.900808976019315,0.325810509008802
9705,594.018484,2080.503645,303.0964,1090.5247,0.833800789934322,0.597640497065389
9711,848.664033,2638.304464,435.9744,1288.3279,0.885670653259721,0.0884793778463144
9712,555.678976,1695.962282,307.3855,968.4115,0.865943838238685,0.40605964435343
9714,561.532336,1898.561705,319.8323,947.6388,0.865926326595658,0.495444641105218
9715,881.125792,2628.40253,440.7681,1145.1056,0.837889832880381,0.352535833359927
9719,991.534795,3086.354783,438.2451,1386.809,0.836378365941985,0.280827970067454
9722,418.149405,3351.78027,340.605,1146.283,0.957554500221721,0.193489853824494
9724,302.301655,3183.25228,238.3394,1058.3985,0.983895721345859,-0.12156029654128
9725,324.763924,3066.307025,251.3749,1075.639,0.983238279630835,-0.123380778208183
9728,881.296515,2554.674583,432.4422,1120.8848,0.749572049259368,0.138312511744777
9733,474.292883,1618.356484,285.099,820.2273,0.807082209164645,0.436073452890684
9735,375.200376,3713.22525,313.693,1234.5039,0.990513647378349,0.251701794593641
9737,570.21482,1681.255715,292.7521,907.1867,0.877648979544837,0.514280159410145
9738,1119.869713,3112.987571,494.8444,1320.6223,0.871512855289316,0.368828806699388
9739,541.167521,1804.590888,280.3894,876.322,0.878142983390951,0.267186170715076
9743,550.923121,1730.350772,291.4065,882.6295,0.863001531710342,0.415044103044828
9748,515.632238,1680.036265,297.714,795.3337,0.889582610720949,0.428339296543554
9754,652.113082,1714.5467,335.0544,864.1275,0.90013335212539,0.283689866527512
9757,1206.792109,3903.435061,543.7906,1715.4718,0.807910805055296,0.313276917811139
9758,865.297331,2753.981491,424.9573,1338.2833,0.848306060948727,0.212471044169126
9765,509.48621,1435.097538,317.3934,850.7556,0.800913277673328,0.315684563614594
9767,456.781581,1626.599966,287.9584,877.7517,0.858550575599952,0.29274914161544
9780,637.357737,1943.242353,390.6445,1085.6469,0.808639512477469,0.108971187772605
9787,558.288599,1550.506286,344.2213,953.694,0.813801928801562,-0.270839550246508
9788,718.548718,2070.552933,400.8206,1066.8926,0.860447204548549,0.369247898281762
9796,655.82021,1961.314602,388.542,1006.0042,0.771203531463525,0.327713669964063
9804,796.934964,2478.41018,419.659,1158.5616,0.822884452315437,0.162875200233385
9806,521.412431,1679.792375,309.1516,909.3733,0.892400688840635,0.155867392860541
9807,654.161758,1894.025351,372.9835,1106.1673,0.934326265381748,0.0386017875711664
9809,566.044301,1706.01055,341.1096,982.3721,0.854272385706426,0.248034329808239
9810,525.924396,1434.512202,319.0754,867.071,0.71032126186277,0.287859612908401
9812,738.206252,2290.883159,388.9625,1149.9834,0.77343457202315,0.562027119231658
9813,756.571169,2245.885454,392.3265,1017.6941,0.854433155978765,0.222297636526623
9820,553.044964,1816.370775,329.2515,1059.5759,0.910382912678469,0.338781614833785
9828,935.440095,2367.976788,443.2911,1131.9019,0.736697861968501,0.463492720021487
9834,400.369824,1260.9113,272.3158,734.6135,0.841271736655674,0.42905352732275
9841,839.22549,2159.88984,418.0611,1049.3157,0.736241165878915,0.236615669980401
9846,453.976846,1464.266782,256.505,802.5663,0.950188596752506,0.226404598834831
9847,272.742187,1456.559858,175.4326,644.4583,0.937675091315699,0.670674234904179
9851,474.658718,1396.099527,261.3828,712.9157,0.840447121426002,0.629193370342739
9855,596.628107,1996.800597,307.3855,1053.1002,0.882500832438342,0.55255748608
9864,312.886481,1999.605332,197.1304,865.0526,0.956701346685875,0.27609991291208
9867,1081.432649,3222.006401,527.2229,1234.3357,0.776360385450364,0.21718120773509
9868,597.262221,1926.609055,318.4867,986.7453,0.802418493918917,0.221504589024223
9872,702.842202,1974.509051,358.0137,956.0488,0.815658055262045,0.244144628036448
9873,303.789384,1963.290111,196.794,870.8555,0.975623113544237,0.146641330257723
9878,871.492137,2444.460692,412.8469,1190.5196,0.820879888607407,0.163892452454769
9879,573.580502,1990.947237,280.5576,982.0357,0.953982711034356,0.518286851195628
9884,649.015679,1836.906313,317.5616,945.6204,0.924032635021425,-0.127658941738535
9887,611.773676,1829.809114,312.011,891.7123,0.934516754668552,0.317629015635129
9888,635.211505,2070.845601,334.9703,1105.4945,0.876263666494159,0.09038271902805
9893,744.10839,2022.872438,356.8363,976.401,0.830186730779469,0.329493400886078
9900,690.818425,1973.021322,344.4736,1020.0489,0.748661286269977,0.176370868030245
9901,448.050319,1410.098813,276.8572,785.5781,0.908371707131835,0.277176460169405
9902,685.428456,1985.679213,399.8955,986.493,0.697588930797421,0.198420699514628
9903,733.986955,2126.013519,420.4159,1050.3249,0.747773902157737,0.273438486198196
9913,598.091447,1655.061929,337.0728,788.3534,0.804339263357333,0.275004723513726
9914,679.648263,2001.727175,369.7036,1015.3393,0.921814711181772,0.208926019141935
9919,443.733466,1810.493026,249.6088,817.9566,0.797445091412647,0.403654700057099
9922,598.579227,1933.950144,322.4394,866.7346,0.831930464154703,0.507518841270157
9928,614.700356,1733.716454,354.9861,994.4825,0.826250842708888,0.161168639642146
9935,920.318915,2692.935824,455.822,1319.3608,0.847403493978228,0.426004274332912
9936,568.361256,1659.817784,333.7929,940.7426,0.821416305917374,0.425717396636948
9939,815.860828,2354.489671,405.9507,1142.2462,0.881750589273323,0.00477449103797212
9950,789.252429,2567.747087,395.1018,1276.8903,0.868369739272102,0.00305952296009204
9955,921.855422,2796.369573,468.6052,1382.0994,0.83960182099033,0.0933441454344217
9957,659.673672,2075.01612,351.7062,936.2853,0.905496689185216,0.292534033613991
9958,614.139409,2072.455275,339.0912,1045.0266,0.804527486821087,0.293294417449793
9962,130.651873,1771.080402,122.0291,646.1403,0.982702360284753,0.586560174406538
9963,596.896386,1790.030655,327.4854,955.5442,0.791456722806479,0.38289038542203
9964,817.982671,2462.240273,433.5355,1186.3987,0.714028173039106,0.52943991525735
9965,379.395284,1494.338419,235.9005,790.54,0.83503130247982,0.552557787691019
9968,468.000521,1669.402661,258.1029,876.6584,0.921226211884214,0.282276347384383
9976,581.872762,1624.502512,320.5051,939.5652,0.8126511067739,-0.324543228054719
9983,669.96583,2147.183171,346.0715,1069.4156,0.861861786821233,0.241002690916556
9986,740.889042,1861.295313,406.5394,930.3983,0.843868713998629,0.0807052035711138
9990,564.044403,1576.578127,307.6378,880.527,0.868210956652888,0.197515435099064
9992,832.128291,2197.985458,453.2149,1097.0845,0.789905069313784,0.0150116818013102
9999,704.134819,2237.641972,359.2752,1065.7152,0.788635357586299,0.3914598899334
10000,564.239515,2141.183477,287.4538,1096.7481,0.890841749749803,0.198921871442071
10002,645.893887,1844.954683,339.1753,921.6519,0.816322762003276,0.448729369947053
10007,618.895264,1788.542926,318.6549,933.51,0.861532956796821,-0.144157434624302
10011,372.932199,1599.650121,215.296,707.5333,0.893272529563972,0.0874561456568095
10014,723.572852,1986.72794,381.6458,923.7544,0.903293382177897,0.606366565709956
10015,861.053645,2393.121847,399.1386,1067.3131,0.91387441795696,0.487324026462574
10021,750.93731,2007.556146,346.0715,1042.3354,0.788638449033442,0.261096404195081
10025,1007.50959,3411.508931,471.7169,1543.1509,0.815060142247666,0.105857818210715
10028,924.489434,2478.776015,457.2517,1210.7036,0.764095120588854,0.366293817504745
10029,595.0916,2030.262305,329.672,966.9818,0.88833861440237,0.288117715492056
10030,850.249318,2417.047456,413.9402,1205.8258,0.895394738501734,0.47369315147747
10035,610.968839,1463.876558,312.4315,678.687,0.906765009933983,0.136862514771412
10036,600.384013,1918.560685,332.8678,1077.6574,0.923297232824304,0.330780543642332
10038,1000.485558,2792.125887,458.2609,1286.3936,0.873677342889532,0.161678349637469
10039,574.678007,1501.728286,291.0701,677.7619,0.825355675021609,0.204804693485964
10040,1019.606534,2573.063889,465.2412,1155.4499,0.730817417287171,0.156585081701617
10044,1120.284326,3464.091615,511.6644,1569.1378,0.87685313396751,0.196018244943179
10045,699.403353,1881.440627,363.8166,776.243,0.811004653591987,0.493931408232583
10047,596.408606,2094.063929,322.103,1012.7322,0.926654275400208,0.272167175691682
10048,800.105534,2288.858872,403.3436,1149.4788,0.748418639178164,0.187321099027171
10051,714.10992,2116.843255,356.0794,1056.1278,0.773376941858605,0.19048179486423
10052,630.919041,1934.486702,345.9033,979.0922,0.811724348638147,0.258347862123268
10054,603.091192,1795.079178,315.6273,945.6204,0.8237251869724,0.681099368545772
10056,604.652088,1733.960344,330.8494,890.1144,0.877136207700815,0.332921409885193
10082,639.113745,1864.612217,375.5065,1074.2934,0.876675800295131,0.246113899691728
10088,147.55345,2300.199757,136.9148,1210.4513,0.956555030173893,-0.19978122563943
10094,689.355085,2155.25593,366.1714,1094.0569,0.793335091164754,0.14338674557889
10095,445.562641,1559.652161,252.3841,821.9093,0.958146966046025,0.327677927958042
10096,585.872558,1837.394093,322.6076,1001.3787,0.960471231448078,0.458933670775484
10102,939.269168,2892.657345,442.4501,1409.2637,0.753569490872638,0.313289709628403
10105,681.038436,1792.811001,338.1661,918.372,0.936018868616587,-0.207956114823602
10106,793.471726,2279.786164,377.2726,1179.923,0.756114976727973,0.304715952217615
10125,502.706068,1491.899519,295.191,892.0487,0.770784948879474,0.132021054464339
10126,404.198897,1313.298872,248.5155,763.2075,0.941926574028344,-0.157688675786479
10136,327.568659,1640.477307,211.0069,769.5991,0.937016063748404,0.685878051182591
10141,785.642857,2096.454051,390.8968,1013.7414,0.838304473598132,0.340755721484614
10142,783.496625,2493.799639,403.0913,1153.3474,0.786331434320888,0.317493122711628
10143,612.139511,2130.476706,331.1017,1119.5392,0.900679506045222,0.245361823057506
10144,1132.161769,3301.929154,545.0521,1528.4334,0.908604615628081,0.219499693932192
10148,824.299422,2218.350273,451.4488,1152.4223,0.79521976210105,-0.0458388853483651
10151,921.709088,2801.369318,458.7655,1341.7314,0.795058052841698,0.206431928074673
10164,272.522686,2871.80475,242.9649,1176.2226,0.976845582457211,-0.148936823754507
10165,211.477019,1755.056829,175.8531,778.5137,0.976138236020325,0.0409029022781227
10169,256.547891,2636.548456,242.1239,1090.4406,0.9770974821252,-0.0811669806069567
10178,748.644744,2093.088369,482.734,1172.354,0.80031756204465,0.140643769147705
10189,611.139562,1720.790284,312.7679,928.7163,0.894143094010584,0.416685325361151
10197,422.929649,1787.201531,243.9741,825.6097,0.900529789856138,0.452570463334336
10201,463.220277,1459.145092,289.5563,810.8922,0.866548512244332,0.345275392279556
10218,522.314824,1555.310919,286.6128,871.0237,0.869218741836019,0.155489588848734
10219,592.067364,1687.23102,317.3093,816.7792,0.725645354439995,0.50508954562027
10230,318.374006,2455.313797,199.4011,1088.1699,0.921352206540759,0.252642897902597
10246,288.229202,1877.367664,188.4681,835.6176,0.941451999233681,0.0827984101716281
10247,640.235639,1659.134892,340.5209,910.2143,0.742738481966397,0.396499830147612
10256,668.307378,1967.021628,325.467,911.9804,0.840333108841724,0.180806968476569
10257,581.336204,2005.970861,301.2462,968.7479,0.9173917004624,0.402673611324586
10269,636.79679,1976.508949,331.1017,984.811,0.849391127259566,0.136063120790771
10273,701.037416,2059.504716,350.9493,994.903,0.848455634867754,0.254836122048939
10283,523.046494,1751.739925,301.5826,1046.9609,0.840658374487403,0.193723901060355
10284,470.317476,1504.630577,272.9886,753.1155,0.809722074854138,0.0417564230458098
10286,914.904557,2420.803362,457.0835,1207.0873,0.768025301267419,0.27845568165655
10289,952.317283,2698.203848,480.4633,1287.4028,0.697383608362135,0.245655492773736
10291,797.325188,2340.197717,401.7457,1121.7258,0.874487767269568,0.332161500278246
10295,719.499889,1870.807023,372.3948,903.3181,0.737031713197441,0.659711568125646
10298,728.304318,1706.303218,422.8548,915.3444,0.845849104507703,0.134718081768262
10299,744.425447,2064.870296,438.2451,1079.844,0.919599859163596,0.170915988690411
10308,568.531979,1615.795639,329.3356,870.6032,0.875476840014138,0.466076009335153
10309,437.441104,1357.711241,292.668,863.9593,0.87230468495778,0.00244411891163554
10321,676.136247,1799.371642,405.2779,951.5915,0.789927568185194,0.24693428603389
10322,616.55392,1739.399091,367.0965,976.8215,0.726860556683904,0.252832406869678
10323,538.02134,1913.877997,288.3789,910.8871,0.808012563518371,0.326486986231865
10331,737.864806,2392.195065,369.8718,1111.2133,0.878927514637976,0.0346403079441135
10341,853.907668,2198.936629,394.429,1065.1265,0.858722716813125,-0.135010262126188
10351,245.255784,1784.104128,178.4602,808.2851,0.986986212135357,-0.112622322614345
10353,639.430802,1911.146429,332.0268,864.7162,0.860482166655548,0.225510479697497
10370,166.259813,1730.472717,141.4562,647.6541,0.990586159177522,0.302778416589724
10371,630.016648,1925.877385,341.8665,999.6126,0.794431525177579,0.317160579785648
10373,578.99486,1801.834931,324.9624,999.7808,0.887175594241745,0.212899825653692
10382,472.097873,1397.318977,283.5011,882.209,0.864661802894088,-0.0595315267314208
10389,406.223184,1257.765119,254.1502,664.1377,0.632961187334196,0.419139160831437
10390,429.758569,1279.227439,305.7035,782.8869,0.792222878394246,0.457969294395236
10391,787.740311,2365.562277,495.1808,1200.2752,0.799518381054135,0.410661667099973
10392,529.265689,1399.001818,351.2016,809.1261,0.674809808035097,-0.00168741341770895
10395,430.368294,1364.296271,288.0425,805.5098,0.75681559839532,0.312103098753139
10396,508.096037,1455.925744,345.9874,919.213,0.785624022897888,0.364023742835789
10398,449.416103,1516.044629,281.0622,748.0695,0.717619169485239,0.402494279072204
10405,717.426824,2356.245679,360.8731,1297.8312,0.820737733065417,-0.0194123714329285
10410,824.323811,2273.103578,406.9599,1184.4644,0.734463718726371,0.22079939470083
10416,802.812713,2478.239457,377.609,1130.3881,0.751852684317353,0.395677876467797
10417,939.610614,2796.491518,428.7418,1225.5893,0.851353054772138,0.080080872660399
10418,654.551982,2144.232102,337.9138,1126.8559,0.811679630986961,-0.0324316326902578
10422,906.929354,2573.722392,398.8022,1064.4537,0.771664738393341,0.330640777475677
10423,602.774135,1858.124743,304.5261,946.5455,0.927646450616613,0.401644217631647
10425,581.263037,1572.334441,317.7298,744.9578,0.693388773840431,0.362937806653891
10426,457.927864,1601.113461,270.0451,823.5913,0.874899876756938,0.212815712806906
10428,402.930669,1317.664503,238.4235,724.101,0.858305155678002,0.429758042967862
10434,567.239362,1478.21729,330.0084,835.2812,0.65185393262297,0.496996781806346
10436,484.097261,1386.075648,307.9742,921.5678,0.759561321174191,0.0547778040169749
10439,510.534937,1647.330616,277.2777,897.5152,0.853672368625702,0.446164776064
10440,527.460903,1468.095855,290.0609,797.4362,0.781165308848723,0.0968060057183633
10441,475.878168,1194.768332,267.2698,707.1969,0.774196842338429,0.212981794476604
10442,470.049197,1444.755582,258.9439,745.126,0.906160339274247,0.365464343024215
10447,923.465096,2801.80832,456.0743,1195.1451,0.76891153630509,0.538933606383247
10449,629.358145,1991.556962,326.6444,1030.3091,0.831332550572076,0.120462859878436
10450,939.049667,2655.010929,431.6012,1163.7758,0.65802186964081,0.449212181488087
10453,488.877505,1352.491995,301.6667,805.2575,0.72263852699189,0.237900884483025
10454,799.325086,2034.262101,417.8088,1057.8939,0.837333369286543,0.330537340541986
10456,489.316507,3337.902929,365.5827,1007.4339,0.983692465821976,0.34218432486971
10458,756.059,2077.69891,378.8705,1055.7914,0.769338335429885,0.234939822610031
10462,794.081451,1994.386086,389.1307,952.1802,0.847526460994233,0.484600266200158
10464,890.905781,2589.111851,425.3778,1292.617,0.818801841246787,0.686547052320069
10466,777.838377,1750.081473,389.4671,793.8199,0.721422317925444,0.739515191026531
10467,540.70413,1711.107851,296.2002,939.8175,0.799525253772897,0.376330006940683
10473,608.74944,1720.936618,399.475,967.0659,0.864100392273765,0.21981940683141
10475,567.824698,1859.344193,373.9086,1080.2645,0.79347340372867,0.156247621829544
10478,509.778878,1462.144939,362.471,917.531,0.785435096551004,0.147727475092272
10487,849.688371,2542.041081,381.1412,1121.2212,0.840385369117003,-0.073203181106365
10488,708.915063,1898.805595,370.9651,989.5206,0.64635143119254,0.19292788202923
10489,477.365897,1534.702214,268.6154,896.5901,0.903749238120758,0.366121229213122
10490,659.72245,1924.438434,363.4802,1167.8967,0.911154772689873,0.217366775307604
10500,674.575351,2106.599875,441.1045,1126.3513,0.861071265291027,0.421678543064929
10508,343.006896,1154.672816,208.1475,615.612,0.925144987957357,0.431553011778233
10509,347.031081,1048.287998,216.0529,599.8853,0.672874713461896,0.273327628039296
10510,340.397273,1001.802564,216.3052,582.9812,0.924097459300943,0.746264222178068
10514,375.883268,1123.967065,222.2763,619.7329,0.862730332917783,0.232506638032893
10515,468.049299,1308.128404,283.1647,709.0471,0.854289940899974,0.488985987636487
10516,399.321097,1177.598476,239.2645,665.231,0.904628879986073,0.0381280375373838
10522,449.781938,1413.610829,266.597,737.2206,0.874684798202433,0.180644978263527
10523,487.53611,1494.704254,285.8559,807.4441,0.756347048220199,0.234658290932054
10526,654.35687,1843.832789,342.7075,931.3234,0.779260700697221,0.138205787143457
10534,475.926946,1208.670062,290.2291,635.4596,0.68684907624524,0.545728580677235
10535,514.681067,1397.050698,292.2475,813.6675,0.775114080498466,0.129580693582156
10540,498.145325,1300.275146,311.5064,779.1024,0.787048604605659,0.181401492164846
10549,732.328503,1613.478684,440.2635,966.1408,0.612702381089389,0.321436662369143
10553,851.127322,2493.214303,436.8154,1121.5576,0.74580594091359,0.341496607922932
10554,847.151915,2197.424511,412.6787,1128.7902,0.704872554033663,0.304109163768208
10557,858.98058,2414.340277,459.7747,1207.676,0.763891770785696,0.411927505812036
10560,562.532285,1685.03601,302.2554,830.5716,0.752345679199982,-0.0286763413976053
10564,963.731335,2593.209203,456.4107,1260.5749,0.82714914849858,0.11381793945243
10565,905.246513,2640.35314,436.3949,1320.4541,0.793719304557799,0.448793898981891
10567,651.527746,1903.512672,342.7075,1038.1304,0.934640301016481,0.145504583735267
10571,996.607707,2586.770507,509.9824,1346.441,0.760320323499954,0.196509654739161
10575,1059.775217,2853.415444,454.3082,1256.2017,0.830400843939374,0.445075767398934
10576,969.560306,3356.145901,393.1675,1329.2005,0.765991081110711,0.0541121706035019
10583,648.918123,1915.414504,309.9926,871.9488,0.863839726822212,0.808962222765004
10584,614.212576,1690.596702,307.5537,835.1971,0.919583908566775,0.292498729794065
10591,542.191859,1483.924316,364.6576,894.5717,0.726053640217724,0.226623914895561
10592,504.291353,1300.592203,305.0307,798.1931,0.694163933361015,0.153083022270466
10593,351.006488,899.612654,247.0858,629.2362,0.751747529831157,0.050388358073018
10600,287.30242,1362.174428,203.9425,739.6595,0.84145780243323,0.548174028189657
10602,612.40779,1600.674459,387.1964,881.8726,0.881845434672572,0.064279538666794
10608,488.365336,1410.147591,266.597,797.0998,0.934536858436761,0.0184321781037515
10612,575.360899,1512.264334,297.3776,810.724,0.864580763390586,0.423570988851625
10614,434.733925,1184.524952,243.6377,682.2192,0.765475337640491,0.309732278806289
10615,319.447122,1586.26056,200.7467,793.9881,0.829750510296297,0.455673869122027
10616,419.295688,1277.227541,234.3026,682.7238,0.746199283174437,0.39117973283378
10618,853.273554,2275.176643,395.3541,1125.4262,0.710577547159051,0.153453178517265
10619,318.447173,2852.317939,273.325,995.2394,0.909045653831648,-0.0871741815483444
10621,516.217574,1430.829463,302.0872,814.5085,0.787712900281476,0.504980751712687
10633,573.263445,1778.44588,301.1621,946.6296,0.818799097464121,0.212339138975969
10635,453.098842,1318.591285,255.0753,660.3532,0.790624562661155,0.330119569448627
10639,700.69597,1971.314092,381.5617,1019.0397,0.824930055024155,0.0230140923081894
10644,663.356411,1875.782379,335.0544,831.2444,0.87396325462101,0.262090426803695
10646,854.127169,2089.430019,407.6327,822.9185,0.813190191054852,0.0551066940475795
10648,477.829288,1536.507,270.802,801.9776,0.876029382095509,0.291274662272807
10653,832.274625,2386.536817,406.8758,1121.2212,0.914602972016622,0.108180089761859
10654,841.127832,2388.292825,447.5802,1352.8326,0.890456699783244,0.516074200363762
10659,590.70158,1571.529604,298.2186,742.6871,0.722095599328637,0.509716807807027
10672,451.172111,1395.611747,293.509,773.8882,0.92647779291307,0.445495267208227
10673,558.434933,1505.825638,336.0636,861.8568,0.809702052691122,0.374494867872575
10679,463.122721,1204.182486,310.7495,854.2878,0.920360009128426,0.131853633192381
10681,414.344721,1438.146163,299.6483,866.6505,0.862535597136726,0.150941160294262
10696,429.563457,3478.895738,433.4514,1190.4355,0.834184487008209,0.0442245115841791
10700,414.588611,3829.292501,369.1149,1242.3252,0.984750132635084,0.0527556629001391
10702,596.750052,2006.922032,333.2042,1049.9044,0.916371091093085,0.160336943289002
10703,579.214361,1721.546343,311.2541,837.3837,0.739812746547173,0.16821409300269
10708,496.56004,3591.621696,288.2948,1163.4394,0.918579745020997,0.117244730394497
10715,736.328299,1765.03193,378.5341,977.7466,0.666302895085872,0.403894402065189
10716,534.997104,1731.911668,309.3198,1038.3827,0.873287957104959,0.0891765942383387
10718,652.625251,1695.694003,349.0991,863.1183,0.852696012359567,0.57178250606469
10721,393.88235,1630.087593,237.9189,810.0512,0.934171037190417,0.244863332109217
10726,546.020932,1424.80538,303.1805,741.5097,0.80292645570632,0.438932206929508
10731,688.160024,1732.740894,369.8718,890.9554,0.85636923571649,0.061361119003815
10732,1106.358207,2900.925216,550.7709,1418.1783,0.632090873740268,0.184871816947872
10736,761.473358,1775.933813,387.9533,904.075,0.707334350179744,0.113699148159784
10741,721.402231,2098.844173,368.8626,1179.5025,0.873847855849053,0.0903574919865866
10748,495.82837,1606.01565,306.5445,896.3378,0.928155728257859,0.523347156713134
10753,364.883829,1377.319997,219.4169,731.2495,0.801072724716172,0.216752265296976
10763,723.792353,2200.107301,387.5328,1089.2632,0.849080481203228,0.0721343331883297
10764,825.860318,2401.609219,467.7642,1197.4999,0.840423761801703,-0.0954162072783905
10766,916.319119,2932.704083,449.5145,1460.0601,0.918350234887107,0.118648052551817
10767,999.607554,3197.88568,526.7183,1426.9247,0.737950828917026,0.396003491435242
10768,1237.692972,3791.782219,617.7145,1702.184,0.706560964877347,0.355976189678293
10769,482.072974,1755.910444,303.3487,973.9621,0.909489237635215,0.39107386858105
10771,206.891887,1286.812418,153.5666,597.4464,0.949455445368405,0.412082677527285
10773,394.492075,2707.130222,382.8232,1089.4314,0.978955399669886,0.197031706169478
10776,747.888685,2184.547119,377.0203,1077.1528,0.739947720530557,0.450221611495204
10778,560.800666,1959.265926,335.1385,994.9871,0.827990465160166,0.116539485576429
10779,685.404067,2065.26052,379.3751,1131.6496,0.89282338698983,0.238926792180216
10782,582.506876,1559.213159,307.3014,744.8737,0.675930232433973,0.0526144138222331
10783,578.336357,1829.565224,315.7114,838.8975,0.835086934876528,0.393947895497976
10788,640.089305,1943.8033,355.0702,1076.8164,0.845383445892412,0.0995506612910653
10789,729.182322,2104.892645,375.8429,1139.0504,0.596438525794421,0.267993528269606
10790,697.964402,2450.143329,360.9572,1166.5511,0.874870021353093,0.422422665945615
10791,737.450193,1995.483591,369.2831,947.2183,0.884787742546414,0.322600231295796
10794,947.146815,2762.273751,492.4896,1232.8219,0.7738667469848,0.442311230044461
10795,234.768514,2019.872591,167.2749,883.8069,0.945069365841354,-0.0338893007554985
10798,252.279816,1676.304748,176.6941,700.6371,0.958990077943436,0.265731832849554
10800,580.360644,1767.373274,291.0701,889.0211,0.915244893993699,0.185887050581169
10802,714.817201,2147.744118,351.6221,1122.735,0.875974157947101,0.458735673356952
10803,646.186555,1855.75901,351.1175,1089.8519,0.730812415985262,0.264336242004436
10804,758.058898,2187.546966,404.1005,1212.8902,0.856648626918904,0.115662650386643
10807,631.723878,2252.275372,326.9808,995.4076,0.897047526390252,0.392284807712844
10809,592.847812,1926.365165,327.99,1022.1514,0.80879393115938,0.382725400494467
10816,461.659381,1337.175703,269.5405,694.2455,0.662534523649668,0.456508719851083
10820,600.652292,1776.25087,332.0268,1063.865,0.761874699113922,0.212854813289337
10822,694.671887,2057.968209,371.722,1072.6955,0.86899704286452,0.315330494180516
10823,400.418602,2679.180428,247.254,1051.8387,0.90953816971487,0.192681620459266
10826,297.984802,1476.485671,195.1961,688.5267,0.790633888477718,0.722782847756025
10831,507.754591,1617.576036,301.1621,915.1762,0.952755061514264,0.466857155359746
10833,647.332838,1947.803096,349.6878,989.2683,0.806262060525287,0.574995781148287
10836,743.254775,2125.379405,374.8337,988.3432,0.784654973377591,0.396853317802997
10838,955.731743,2415.145114,478.1926,1231.8968,0.717472032208391,0.34312031538072
10840,672.965677,2000.483336,345.651,1035.3551,0.810711377922051,0.346901992761721
10842,499.901333,1513.142338,281.2304,812.7424,0.901916620856231,0.0429552324184319
10848,990.778736,2761.346969,490.303,1315.0717,0.844349505817272,0.278807226359326
10849,484.024094,1542.60425,285.94,900.0382,0.900821561697688,0.266545760174999
10850,669.502439,2237.422471,332.7837,1171.6812,0.861443635919771,0.026717041778473
10852,526.997512,1476.851506,288.7153,810.724,0.787613307389569,0.260358473073314
10853,593.677038,2038.725288,312.4315,993.3051,0.718271617343409,0.123505907051328
10858,814.34871,2212.960304,458.9337,1073.0319,0.840643351396556,0.205431842604191
10859,437.636216,1370.442299,282.576,830.7398,0.84349930857398,-0.0918445164438613
10862,350.22604,1596.455162,214.7073,793.3994,0.830176441987041,-0.00938402277362238
10863,458.805868,3144.083546,275.5957,1126.0149,0.887900189840737,0.132091684342607
10864,814.202376,2216.740599,399.8955,1094.4774,0.785974391020451,0.494467478182617
10865,520.436871,1683.889727,288.9676,953.9463,0.889438721824889,0.255000166806044
10868,874.809041,2299.980256,451.0283,1235.9336,0.787116090452164,0.256614865317254
10869,723.109461,1955.583187,414.9494,1102.3828,0.779228484540476,0.0998088390107974
10870,389.345996,3345.292796,356.584,1284.7116,0.982022205061579,0.325055951129322
